TICKET_NMBR,PRIORITY,BUSINESS_COMPLETION_HRS,EXTERNAL_SYSTEM,label,1,2,3,4,5,6,7,8,9,10,11,12
IN10201437,Low,66.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10075148,Low,66.26,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10095068,Medium,66.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10153715,Medium,66.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10167249,Medium,66.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10169622,Low,66.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10278332,Low,66.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10068842,Low,66.23,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10131308,Low,66.23,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10183952,Low,66.22,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10238515,Low,66.22,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10203074,Low,66.21,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10053696,Low,66.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10088357,Medium,66.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10110780,Low,66.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10037662,Low,66.19,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10151320,Low,66.19,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10080380,Medium,66.18,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10214847,Low,66.18,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10091952,Low,66.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10128615,Medium,66.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10218870,Low,66.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10223061,Low,66.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10266836,Medium,66.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10118789,Medium,66.16,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10215611,High,66.16,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10067861,Low,66.15,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10186459,Low,66.15,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10213363,Low,66.15,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10275596,Low,66.15,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10034200,Low,66.13,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10163665,Low,66.13,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10049361,Medium,66.12,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10087741,Low,66.12,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10120876,Low,66.12,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10267220,Low,66.12,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10259395,Low,66.11,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10220267,Low,66.1,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10235861,Medium,66.1,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10271681,Low,66.1,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10261864,Medium,66.08,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10033047,Low,66.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10035930,Medium,66.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10049886,Medium,66.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10095881,Medium,66.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10123542,Low,66.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10125219,Low,66.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10137407,Medium,66.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10275510,Low,66.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10152834,Medium,66.06,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10171953,Low,66.05,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10241661,Low,66.05,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10251677,Low,66.05,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10151919,Low,66.03,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10097828,Low,66.02,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10220832,High,66.02,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10259007,Low,66.02,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10284026,Low,66.02,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10151901,Low,66,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10153981,Medium,66,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10133870,Low,65.99,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10043557,Low,65.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10107801,Low,65.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10130146,Low,65.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10151914,Low,65.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10157424,Medium,65.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10184661,Low,65.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10189381,Medium,65.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10196543,Low,65.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10281748,Low,65.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10030461,Low,65.97,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10109922,Low,65.97,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10181980,Low,65.97,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10221436,Low,65.97,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10277834,Low,65.96,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10032473,Low,65.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10041845,Medium,65.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10121898,Medium,65.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10197119,High,65.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10261349,Medium,65.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10129865,Low,65.94,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10106496,Low,65.93,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10113066,Medium,65.93,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10249022,Low,65.93,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10074886,Medium,65.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10126786,Low,65.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10151904,Low,65.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10152542,Low,65.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10202172,Low,65.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10245813,Medium,65.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10250986,Low,65.91,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10113948,Low,65.9,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10226679,Medium,65.9,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10234863,Low,65.9,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10238043,Low,65.9,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10100890,Low,65.88,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10167586,Medium,65.88,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10099135,Medium,65.87,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10170227,Low,65.87,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10042807,Low,65.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10071028,Medium,65.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10105643,Low,65.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10240901,Low,65.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10073750,Low,65.83,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10182044,Low,65.83,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10188682,Low,65.83,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10176701,Low,65.82,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10219963,Low,65.82,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10111011,High,65.8,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10117768,Medium,65.8,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10127636,Medium,65.8,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10243876,Low,65.8,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10120910,Low,65.79,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10043761,Low,65.78,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10139631,Medium,65.78,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10255311,Low,65.78,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10047977,Low,65.77,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10050754,Low,65.77,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10239610,Low,65.77,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10043624,Medium,65.76,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10081458,Low,65.76,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10257724,Medium,65.75,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10123688,Low,65.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10129598,Low,65.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10236519,Low,65.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10251906,Medium,65.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10279037,Low,65.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10090885,Low,65.72,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10122583,Low,65.72,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10128289,Medium,65.72,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10031899,Low,65.7,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10104455,Medium,65.7,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10115606,Low,65.7,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10168330,Low,65.7,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10179357,Low,65.7,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10181900,Low,65.7,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10283212,Low,65.7,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10290863,Medium,65.7,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10048698,Low,65.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10095567,Low,65.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10106955,Low,65.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10126266,Medium,65.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10183292,Low,65.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10242249,Medium,65.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10245401,Low,65.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10117199,Low,65.67,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10151926,Low,65.67,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10170924,Low,65.67,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10031875,Low,65.65,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10099821,High,65.65,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10224313,Low,65.65,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10047529,Low,65.64,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10174869,Low,65.64,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10132469,High,65.63,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10140920,Low,65.63,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10205234,Low,65.63,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10267474,Medium,65.63,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10061114,Low,65.62,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10083522,Low,65.61,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10146885,Low,65.61,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10035939,Medium,65.6,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10061298,Low,65.6,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10090069,Low,65.6,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10251832,Low,65.6,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10266705,Medium,65.6,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10286145,Low,65.6,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10029802,Medium,65.59,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10100957,Low,65.59,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10035387,Low,65.58,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10072826,Low,65.58,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10237107,Medium,65.58,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10242264,Low,65.58,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10100315,Low,65.57,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10107376,Medium,65.57,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10148378,Low,65.57,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10208369,Medium,65.57,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10063199,Medium,65.56,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10077519,Medium,65.56,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10130835,Medium,65.55,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10149823,Low,65.55,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10072751,Low,65.54,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10114711,Low,65.54,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10043506,Low,65.53,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10122994,Low,65.53,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10185519,Medium,65.53,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10237615,Low,65.53,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10050008,Low,65.52,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10098181,Low,65.52,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10126281,Low,65.52,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10149060,Low,65.52,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10160620,Low,65.52,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10240235,Low,65.52,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10035169,Medium,65.5,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10134807,Low,65.5,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10204168,Low,65.5,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10167790,Low,65.48,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10090889,Low,65.47,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10102468,Low,65.47,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10131034,Low,65.47,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10237102,Low,65.47,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10202542,Low,65.46,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10116078,Low,65.45,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10128981,Low,65.45,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10166656,Medium,65.45,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10208134,Medium,65.45,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10222092,Low,65.45,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10256912,Low,65.45,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10108109,Medium,65.43,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10137174,Medium,65.43,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10290693,Medium,65.43,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10104705,Low,65.42,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10137484,Low,65.42,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10290439,Low,65.42,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10166433,Medium,65.41,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10079554,Low,65.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10083017,Low,65.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10098650,Low,65.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10162086,Medium,65.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10171332,Low,65.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10198113,Low,65.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10258441,Low,65.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10033063,Low,65.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10168363,Low,65.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10171231,Low,65.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10174013,Medium,65.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10185687,Low,65.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10257498,Medium,65.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10050340,Medium,65.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10069904,Medium,65.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10102679,Low,65.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10113412,Low,65.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10289893,Low,65.34,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10045110,Low,65.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10104165,Low,65.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10160281,Low,65.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10205199,Low,65.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10225731,Medium,65.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10227864,Medium,65.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10259384,Low,65.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10290433,Medium,65.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10075879,Low,65.32,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10089924,Low,65.32,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10095702,Low,65.32,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10104086,Medium,65.32,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10110482,Low,65.32,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10182952,Low,65.32,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10186249,Low,65.32,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10068059,Low,65.31,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10048206,Low,65.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10092573,Low,65.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10104097,Low,65.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10205240,Low,65.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10249538,Low,65.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10036715,Low,65.28,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10071822,Low,65.28,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10051710,Low,65.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10065122,Medium,65.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10078109,Low,65.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10093938,Low,65.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10104166,Low,65.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10202954,Low,65.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10224470,Low,65.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10186383,Medium,65.26,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10089927,Low,65.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10142482,Low,65.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10162683,Low,65.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
